epoch,accuracy,loss,lr,val_accuracy,val_loss
860,0.7206249833106995,1.1606526374816895,0.001,79.25,0.285
861,0.731249988079071,1.1446551084518433,0.001,79.25,0.29
862,0.7293750047683716,1.1584296226501465,0.001,79.25,0.2925
863,0.7181249856948853,1.1754789352416992,0.001,79.25,0.29
864,0.7300000190734863,1.1424760818481445,0.001,79.0,0.2425
865,0.7337499856948853,1.1507688760757446,0.001,79.25,0.26
866,0.7250000238418579,1.143505573272705,0.001,79.25,0.26
867,0.734375,1.1271854639053345,0.001,79.25,0.26
868,0.7225000262260437,1.1676578521728516,0.001,79.25,0.26
869,0.7137500047683716,1.1679073572158813,0.001,79.25,0.26
870,0.7225000262260437,1.1560413837432861,0.001,79.25,0.26
871,0.746874988079071,1.1192436218261719,0.001,79.25,0.26
872,0.7262499928474426,1.1543391942977905,0.001,79.5,0.235
873,0.7387499809265137,1.1289470195770264,0.001,79.75,0.2825
874,0.715624988079071,1.1348395347595215,0.001,79.5,0.3075
875,0.7362499833106995,1.1274043321609497,0.001,79.25,0.26
876,0.7162500023841858,1.1741753816604614,0.001,78.75,0.115
877,0.71875,1.1428743600845337,0.001,79.5,0.2075
878,0.71875,1.1372932195663452,0.001,78.75,0.1725
879,0.7362499833106995,1.1377346515655518,0.001,79.0,0.25
880,0.7106249928474426,1.1443400382995605,0.001,79.25,0.29
881,0.7225000262260437,1.1429349184036255,0.001,78.75,0.1775
882,0.7250000238418579,1.147034764289856,0.001,78.75,0.1775
883,0.7068750262260437,1.149531602859497,0.001,79.0,0.1525
884,0.7306249737739563,1.1230971813201904,0.001,79.0,0.1525
885,0.7362499833106995,1.1251304149627686,0.001,79.0,0.1525
886,0.7231249809265137,1.1453204154968262,0.001,79.0,0.2425
887,0.734375,1.149479866027832,0.001,78.75,0.225
888,0.7200000286102295,1.1718240976333618,0.001,79.0,0.1475
889,0.7237499952316284,1.135337233543396,0.001,79.0,0.2725
890,0.7068750262260437,1.172409176826477,0.001,79.25,0.2075
891,0.7512500286102295,1.109259843826294,0.001,78.5,0.215
892,0.7243750095367432,1.1239959001541138,0.001,78.75,0.2325
893,0.7243750095367432,1.1900525093078613,0.001,78.5,0.215
894,0.7275000214576721,1.1669811010360718,0.001,79.0,0.28
895,0.7337499856948853,1.138730764389038,0.001,78.75,0.2625
896,0.7081249952316284,1.1586980819702148,0.001,78.75,0.2625
897,0.7325000166893005,1.1309040784835815,0.001,79.25,0.29
898,0.7243750095367432,1.1294150352478027,0.001,79.25,0.2775
899,0.7124999761581421,1.1804362535476685,0.001,79.5,0.29
900,0.7093750238418579,1.1623835563659668,0.001,79.5,0.2975
901,0.7331249713897705,1.1370526552200317,1e-04,79.75,0.225
902,0.7450000047683716,1.1132124662399292,1e-04,79.5,0.215
903,0.7443749904632568,1.1130892038345337,1e-04,79.5,0.29
904,0.7231249809265137,1.1326980590820312,1e-04,79.25,0.255
905,0.7250000238418579,1.1417714357376099,1e-04,79.25,0.29
906,0.7043750286102295,1.1772629022598267,1e-04,79.75,0.32
907,0.7562500238418579,1.1136984825134277,1e-04,79.0,0.2425
908,0.7200000286102295,1.1529234647750854,1e-04,79.25,0.26
909,0.7099999785423279,1.1652114391326904,1e-04,78.75,0.2325
910,0.731249988079071,1.1284009218215942,1e-04,79.0,0.185
911,0.7287499904632568,1.1289479732513428,1e-04,79.0,0.185
912,0.7275000214576721,1.161923885345459,1e-04,79.0,0.2425
913,0.7149999737739563,1.1807565689086914,1e-04,79.0,0.28
914,0.7362499833106995,1.1334993839263916,1e-04,79.0,0.28
915,0.721875011920929,1.1322349309921265,1e-04,79.0,0.28
916,0.7300000190734863,1.1417291164398193,1e-04,79.0,0.3025
917,0.7193750143051147,1.177361249923706,1e-04,79.0,0.3025
918,0.7181249856948853,1.1909998655319214,1e-04,79.25,0.29
919,0.7256249785423279,1.149204134941101,1e-04,79.0,0.2425
920,0.71875,1.1615647077560425,1e-04,79.0,0.28
921,0.7431250214576721,1.1248111724853516,1e-04,79.25,0.29
922,0.7437499761581421,1.1407800912857056,1e-04,79.0,0.225
923,0.7181249856948853,1.1750620603561401,1e-04,79.25,0.18
924,0.7318750023841858,1.1503500938415527,1e-04,79.0,0.2425
925,0.7200000286102295,1.1346489191055298,1e-04,79.5,0.3025
926,0.7206249833106995,1.1508346796035767,1e-04,79.25,0.29
927,0.7381250262260437,1.1165934801101685,1e-04,79.25,0.29
928,0.7243750095367432,1.1347607374191284,1e-04,79.25,0.29
929,0.734375,1.14143967628479,1e-04,79.25,0.29
930,0.7049999833106995,1.1980981826782227,1e-04,79.75,0.2375
931,0.7225000262260437,1.1302958726882935,1e-04,79.0,0.225
932,0.7350000143051147,1.126957893371582,1e-04,79.25,0.29
933,0.7393749952316284,1.1166396141052246,1e-04,79.75,0.2375
934,0.7431250214576721,1.1252957582473755,1e-04,79.25,0.255
935,0.7212499976158142,1.165632963180542,1e-04,79.0,0.2425
936,0.7368749976158142,1.112306833267212,1e-04,79.0,0.2425
937,0.7256249785423279,1.161724328994751,1e-04,79.0,0.16
938,0.7293750047683716,1.1250466108322144,1e-04,79.0,0.2425
939,0.7287499904632568,1.133620023727417,1e-04,79.5,0.225
940,0.7287499904632568,1.1416243314743042,1e-04,79.25,0.2075
941,0.7356250286102295,1.1196353435516357,1e-04,79.5,0.225
942,0.7275000214576721,1.1010921001434326,1e-04,79.5,0.225
942,0.715624988079071,1.1759132146835327,1e-04,79.75,0.125
943,0.6993749737739563,1.180537462234497,1e-04,79.5,0.035
944,0.7074999809265137,1.1762325763702393,1e-04,79.0,0.05
945,0.71875,1.1864341497421265,1e-04,79.0,0.05
946,0.7143750190734863,1.163692831993103,1e-04,79.0,0.05
947,0.721875011920929,1.1868565082550049,1e-04,79.25,0.1425
948,0.7087500095367432,1.173119306564331,1e-04,79.25,0.125
949,0.7268750071525574,1.1817443370819092,1e-04,79.0,0.1
950,0.7193750143051147,1.1611778736114502,1e-04,79.0,-0.0025
951,0.7300000190734863,1.158528447151184,1e-04,78.5,0.035
952,0.7006250023841858,1.1826374530792236,1e-04,79.0,0.0
953,0.706250011920929,1.15996515750885,1e-04,79.0,-0.0125
954,0.7006250023841858,1.2275547981262207,1e-04,79.0,0.0
955,0.7162500023841858,1.1913669109344482,1e-04,79.0,0.0625
956,0.7181249856948853,1.1809200048446655,1e-04,79.25,0.055
957,0.7074999809265137,1.183359980583191,1e-04,79.0,0.01
958,0.7118750214576721,1.1927073001861572,1e-04,79.0,0.2125
959,0.7106249928474426,1.2067393064498901,1e-04,79.0,0.0725
960,0.7193750143051147,1.177183747291565,1e-04,78.75,0.035
961,0.7118750214576721,1.1885297298431396,1e-04,79.0,0.1525
962,0.7149999737739563,1.1819920539855957,1e-04,79.0,0.0925
963,0.7181249856948853,1.207461953163147,1e-04,79.0,0.03
964,0.7018749713897705,1.219691514968872,1e-04,78.75,0.145
965,0.7131249904632568,1.1636781692504883,1e-04,79.0,0.14
966,0.7362499833106995,1.171352744102478,1e-04,78.75,0.0275
967,0.7068750262260437,1.159455418586731,1e-04,78.75,0.025
968,0.721875011920929,1.1736830472946167,1e-04,79.0,0.15
969,0.7200000286102295,1.174166202545166,1e-04,79.0,0.0875
970,0.7225000262260437,1.1703147888183594,1e-04,79.0,0.025
971,0.6931250095367432,1.2261708974838257,1e-04,79.25,0.18
972,0.7287499904632568,1.1753524541854858,1e-04,79.25,0.18
973,0.7106249928474426,1.1833873987197876,1e-04,78.75,-0.0275
974,0.7093750238418579,1.1853924989700317,1e-04,78.5,0.04
975,0.6931250095367432,1.2116053104400635,1e-04,78.75,0.025
976,0.690625011920929,1.2297227382659912,1e-04,78.5,-0.0325
977,0.7068750262260437,1.1870919466018677,1e-04,79.0,0.0375
978,0.7131249904632568,1.172064185142517,1e-04,79.0,0.0375
979,0.7174999713897705,1.163622498512268,1e-04,78.75,0.0425
980,0.715624988079071,1.210496187210083,1e-04,78.75,-0.1
981,0.7281249761581421,1.171869158744812,1e-04,78.5,0.03
982,0.7087500095367432,1.2019989490509033,1e-04,78.75,-0.035
983,0.6968749761581421,1.198165774345398,1e-04,78.75,0.035
984,0.7262499928474426,1.1792622804641724,1e-04,78.5,0.18
985,0.7256249785423279,1.1681140661239624,1e-04,78.5,0.18
986,0.7293750047683716,1.1768637895584106,1e-04,78.5,0.18
987,0.7206249833106995,1.2091408967971802,1e-04,78.5,0.18
988,0.6937500238418579,1.2036480903625488,1e-04,78.75,0.295
989,0.7300000190734863,1.156005620956421,1e-04,78.75,0.295
990,0.7193750143051147,1.1613677740097046,1e-04,78.75,0.2425
991,0.71875,1.1480927467346191,1e-04,78.5,0.1275
992,0.7250000238418579,1.141181468963623,1e-04,79.0,0.0375
993,0.7300000190734863,1.1386417150497437,1e-04,79.0,0.0375
994,0.7225000262260437,1.1588482856750488,1e-04,79.0,0.0375
995,0.7200000286102295,1.2053682804107666,1e-04,79.25,0.1125
996,0.7293750047683716,1.1541496515274048,1e-04,79.0,0.0475
997,0.7193750143051147,1.1653484106063843,1e-04,78.75,0.035
998,0.7093750238418579,1.1708446741104126,1e-04,79.0,0.09
999,0.703125,1.2010818719863892,1e-04,79.0,0.09
